,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
175,act,senseless,“rip”,ajenew,didnt,result,law,state,knive,theyll,arkansa,guess,kill,keep,backtoschool,refus,violenc,leav,d…,bewar,disturb,repswalwel,toronto,good,prayers”,“thought,protect,wh…,yamahapianobest,jacobcrawfordyu,johntori,domest,incit,wonderbitchtoo,seem,better,nra,work,club,vote,alon,mass,counterintuit,shoot,must,,gun,agre,shame,insan
176,johntori,best,betoorourk,incred,asshol,parent,bunch,addict…,woman,candid,group,bigger,news,oakpeacecent,turnlivesaround,end,shot,welcom,saferc,could,elect,terribl,murder,youth,step,"her
nonra",reduc,hey,oppon,platform,complac,to…,chrisloesch,solv,lpd1836,citizen,dloesch,,vile,law,violenc,partner,writer,lost,domest,decis,gun,brilliant,replahood,stop
177,lot,rather,commun,neighbor,uptick,ericchurchfan,recogn,beetlehound1,treat,prevent,shoot,selfawar,morn,discuss,ok,toilet,paper,usual,libtard,don’t”,enforc,“we,listen,firearm,democrat,tune,candid,rememb,tongu,program,vote,plane,magazin,stone,nationwid,implement,victim,guess,leader,nra,decreas,davidccrowley,law,toronto,zhnxasc,x5,,🤔🤔🤔,shame,betoorourk
178,reason,trump…,today,list,nedyah,livelikedanbz,sign,instiga…,hound,bark,fashion,ladi,anoth,sandi,promis,through…,ltspeakergt,threaten,ltnamegt,consequ,deport,arrest,decent,talent,ab,ca,mn,minnesotan,emphasi,toward,p…,word,braveif,lucki,f…,christina,grimmi,unfair,unbeliev,law,lost,sir,toronto,lmfaooooooo,chillllllllll,texan,,excus,😀😀😀😀😀😀,rabbihayon
179,innerc,see…,coalit,toll,chicago,domest,god,ncfl,forum,protest,mani,thursday,lot,oneissu,usual,elbh,con…,candid,son,michaelgreyey,ernurs,countri,nomin,congress,in georgia,soar,cnn,3dprint,idea,seaholm,nelbamg,drvibeshow,prevent,ban,way,public,didnt,product,outta,ltltltlt,theyr,violenc,purchas…,health,soul,approach,nyt,toronto,gun,concur
180,anoth,nraback,congress,son,republican,lost,kind,generation…,avoid,mu…,threat,rodrosenstein,repadamschiff,pedophilia,rais,sorrynotsorri,god’,turnbul,dutton,addressing…,acsatoronto,root,nut’s”,“nut”,“anti”,mani,increas,fridaymotiv,"
occupylafayettepark","

familiesbelongtogeth","
roadtochang","

impeachtrump
votethemout",wow,attack,law,impli,drug,mayor,alarm,kent,grow,uneas,syfyfangrrl,commun,nra,sydney,gang,seem,articl,crime
181,cdnpoli,schoolchildren,because…,1bn,jersey,toward,bond,my…,cope,wellb,rudaynab,restrict,card,tavi,goin…,ev…,forc,scare,anyon,nra,shannonrwatt,thursday,wound,toll,gun,the…,stop,els,ericchurch,rollingston,speak,tell,gu…,s…,weak,machin,enter,afraid,spain,teacher,regard,research,"home
4",72,incid,hand,chicago,it🎶,🎶thi,bail
182,form,inner,increa…,gunviol,increas,young,thursday,wound,toll,in chicago,recognit,combat,independ,facial,relat,argumentsl,abortionright,sarahedoucett,oc…,student,parkland,craigsimms589,akalamus,suzanal,badnewsbrown999,juskoolnuh,bring,are…,officialmcafe,town,dollar,ridetheoasi,qed,subject,picturesfoid,effect,fabsh,gang,chicago,talk,education4lib,sportylady75,gun,vote,tf,asf,dumb,,lucywins2018,cebu
183,thu,protest,loui,gotta,safe,trudeau,"daily
🇨🇦🇨🇦🇨🇦⚡️⚡️⚡️⚡️⚡️🐀🧦🐀🧦🐀🐀🐀😡😡",dailymirror,shot,area…,hoo,caus,fund,becom,t…,think,oliv,skewer,politician,mental,gu…,group,indytenpoint,bullshit,needless,less,usual,victim,bay,🙏🏽,anoth,insan,chicago,johntori,senseless,violenc,globepolit,dont…,famili,end,jagguera,joylynbest,prevent,countri,gun,live,nra,advoc,,alon
184,singh,knia,rival,problem,torontosmayor,thursday,amp,84,deficit,borrow,prayer,greenwood,lead,pastor,via,gta,promot,will…,epitom,everybodi,davidhogg111,fund,program,soon,democrat,supp…,isn’t,david,toll,gun,wound,chicago,didnt,internet,untr…,torontostar,prevent,intervent,88,decreas,product,luck,mother,ravmoss,tmoiaf,wake,griev,toronto,nytim,✊🏾✊🏾✊🏾
185,hijack,left,toronto,obviou…,hshtgsndhndl,america,citizen,polic,approach,black,johntori,prevent,epcmrecruit,joshmatlow,urbanpoliticsto,th…,angri,dress,public,hand,health,nirvanakarem,1996,raise…,stop,victim,taken,33000,change…,for…,mother,control,blame,school,can’t,joelcomiskey,counselingfirst,griev,amongst,wake,problem,gaffney,nra,elexusgarcia,ew,herein,,gun,thisisamerica,real
186,ahahaha,sugar,hahahahhhahah,"crimes

pleas",democrat,three,33000,american,change…,amarch4ourl,v…,now👼🏽…,honeyi,speak,canada,jclarknbc,nbcphiladelphia,end,kill,alarm,kent,injur,vi…,epidem,caus,control,dr,increas,ajplu,gabbygifford,dedic,someon,wonder,untrac,dead,tstcproud,determin,ray,violenc,crime,stfu,kcsct85,courag,stemcellpar,emiliasuz,nra,gun,,stop,vote
187,payrol,blakepricetsn,candicemalcolm,519rayze,awildtimo,usa,mind,violenc,focus,act,sweet,nigga,"100
thank",courag,thr…,continu,peopl,30000,simpl,isn’t,chicago,worri,prima,sempr,linea,ericchurch,nra,aw,offic,oddthingstocollect,prevent,stand,music,american,prayer,excel,ye,crime,dloesch,polic,toronto,weri,reductiolog,gundeath,plan,die,,suggest,brave,gun
188,realiti,polic,parent,3d,violent,🤦🏽‍♀️,held,plan,itzelita,enact,30000,breitbartnew,affect,countri,stil…,blazecarter58,doom,might,republican,bullitproof,domest,braveri,shooter,us,toronto,die,ericchurch,ajplu,funer,wednesday,youth,law,dick,non,shoot,nra,stand,usa,letter,enoughisenough,gunreformnow,energi,gun,❤️❤️❤️,girli,studi,dunk,ccfrccdaf,gregabbotttx,kill
189,everyon,momsdemand,economi,hogangidley45,ever…,public,protest,almost,walcott,prof,toronto’,rinaldo,toronto,47,violenc,common,endors,hostil,around,t…,wit,teenamarie69,famili,ban,so…,ewerickson,fight,nratv,moveon…,survivor,potu,pm,mayor,handicap,belong,f…,countri,chicago,,shoot,polic,prevent,hall,issu,gang,be…,nra,gun,timetotalkabout,tariqnashe
190,albeertastan,public,organ,research,flag,owner,men,victim,death,lost,america,major,fargo,cite,non,griev,citi,letter,calibremag,wow,legal,npr,violenc,wake,teamtrac,law,nytim,hand,vote,chicago,,wesrucker247,abaout,usa,govabbott,troll,sound,pedpc,hpm,nratv,stinchfield1776,pubg,abus,congress,gun,stopdownloadablegun,texa,shame,cameronkaski,sad
191,everytown,research,yea,sadli,protest,yep,enough,drawandstrik,thewareconomi,side,racism,parti,mostli,governor,no…,af,quackson666,sketch,off…,resolv,tribliv,griev,law,marlon,other,intertwin,blm,rel,they’r,mayor,control,mynebari,repres,cbsnew,issu,shoot,david,nrabloodmoney,nrarussia,gun,florida,davidhogg111,👎🏼,👇🏻👇🏻👇🏻👇🏻,👏🏼👏🏼✊🏻✊🏻,texa,markwarn,nra,call,mariodb
192,repres,domest,highest,october’s…,subthem,activist,georg,wrote,kill,southsid,mainstream,law,crime,bloodmoney,david,freak,nasti,relationship,violenc,prevent,gotta,disrespect,number,hogg,resist,believ,soro,anoth,hand,gregabbotttx,rais,picturesfoid,nullifi,cdc,orlando,davidhogg111,victim,kid,repeat,nra,gun,mariodb,shannonrwatt,👍👍👍👍👍,👇import,untrac,nytim,vote,florida,call
193,commite,"

also",crewcrew,ethic,davidhogg111,help,firearm,alreadi,son,lpd1836,betoorourk,advoc,respons,debat,resist,everythingitmuststop,societi,calibremag,non,activ,briberi,unconstitut,registertovot,capitalgazetteshoot,santafeschoolshoot,nonramoney,parklandschoolshoot,november2018,voteforyourl,lobbi,fredguttenberg,control,evid,readi,texa,victim,curb,toward,read,research,good,nra,,husbandri,gun,rgay,background,facepalm,usaovernra,mariodb
194,harrythetech76,johnrlottjr,senat,crimin,“if,stop”,don’t,guncontrolnow,topic,militari,usa,lpd1836,keep,essntialmidwif,memphischoic,birthstrid,slipperi,slope,fetish,purg,thefirstpurg,kill,randcorpor,tragic,fund,statist,blood,read,choos,20’,betoorourk,davidhogg111,promot,republican,highli,support,gun,wakeupamerica,"
🇺🇸",cultur,complet,thank,problem,work,sober,truefactsst,florida,hand,mariodb,nra
195,control,sad,comment…,offend,teamtrac,deadlier,head,momsdemand,everytown,easier,"
enoughisenough",republican”,mani,g…,count,cdc,consid,,dollar,youth,think,chicago,vote,voter,crime,countri,marchforourl,patent,fals,hogg,2nd,housegop,"
tedcruzisatool",votethemout,simplist,davidhogg111,fight,rubl,atack,prevent,commun,mariodb,ya,david,lol,nra,blacklivesmatt,embarassestobeatexan,makeracismwrongagain,call
196,your,plan,shannonrwatt,rollingston,abl,butted…,ig,calibremag,letter,non,build,drive,physic,republican,jail,prevent,restrict,"opps

and",shootin,vote,leonardpittsjr1,heavyheart,perspect,sensel…,kavanaugh,"

scotu",❌❌❌❌👎,control,excel,nusccj,group,shoot,toronto,curb,he’,aim,dial,grab,songwrit,imho,jacksonvil,violenc,mariodb,nra,gun,idea,call,nragat,indivisibleteam,america
197,pictur,whitehous,mental,trump,lilaroybean1,p…,today’,whip,usual,outta,nn,3d,effort,block,slimey,crime,liter,half,dloesch,lizardrumsfeld,doom,countri,liber,6abc,hankiii,"

ass",violenc,😔💔,nra,smooth,advoc,em,woke,democrat,nrabloodmoney,mariodb,fuckthenra,nraisaterroristorgan,heard,davidhogg111,lost,fan,broke,bs,gun,💙💙💙💙💙💙,votehimout,dana,eric,ericchurch
198,followback,fridayfeel,,wannab,he’,expect,candid,charg,minor,parentsacrossfl,lwvflorida,wstrnprioriti,bettered69,citizenswhip,hunt,violenc,sens,less,universewtf,altern,fox,aren’t,children,stop,gun,highest,illeg,support,sociopath,church,momsdemandact,save,express,bail,research,nra,smith,anoth,forget,sentinasmith,"

imwithtina
tinaformn",dixi,senat,entertain,eric,sclem81,ericchurch,fund,sa,swish
199,she,control,violenc,save,eric,mayor,gang,murdered…,plagu,usa,loooooooooooooool,tariqnashe,thatbolfox,shot,son,he’,allow,t…,3d,favorit,freedom,“life’,ballot”,state,toronto,ericchurch,countri,vote,american,escap,guatemala,congress,increas,domest,danneywilliam,victim,rn,america,13052060638,mariodb,yall,oml,gun,screw,children,nra,church,hundr,👇🏻👇🏻👇🏻👇🏻,werk
200,doofu,1990,peak,fetish,canada,governor,held,vigil,upstat,share,topic,mariodb,davidhogg111,suppos,violenc,inde,victim,propagandist,bs,crime,rhino84082k,banditgango,godlycenterpsn,lack,kept,number,worri,lowest,clearli,radar,racist,issu,purg,thefirstpurg,devour,❤️,marchforourl,toronto,law,cnn,stand,tool,ericchurch,school,nra,gun,stuff,🙋🏾‍♀️,cantfixstupid,liber
201,obviou,actual,horribl,realjameswood,ask…,look,violenc,gun,organ,impeachtrol,sjpeac,career,cannot,girl,eric,black,re…,she,stop,t…,fine,law,,weapon,aliv,davidhogg111,homicid,malloy,afford,kill,ericchurch,tw,racism,church,survivor,vampir,blame,less,run,slut,yourethegoat,dloesch,studi,hard,tell,lose,nra,leadership,😄😄😄😄😄😃,serious
202,thoroughli,sentenc,sorenltd,anyway,oregonjobs2,mexicoguy,friend…,embarrass,💩🤷🏽‍♂️,fosterthepeopl,pump,they’r,a…,free,cdc,chicago,research,ask,gun,cubanamerican,dc,bigox1429,tubaprid,gaylex,"

here",allow,ericchurch,garylinek,chefjohnshield,epic,washingtonpost,😂😂,meenakshiiik,nahi,crime,man,answer,problem,blatant,nytim,mattshaheen,vantaylortx,everyone’,violent,canada,nra,countri,thx,loser,boycottericchurch
203,grand…,idea,instead,creat,away,libertarian…,undeaddan,betteramerica5,stevescalis,repdianeblack,want…,seri,system,control,larger,piec,hate,match,respons,humanth,childsh,aim,thi…,increas,king5seattl,alarm,mayor,kent,nbcnew,victim,idiot,patrickkorelli,“the,change…,33000,lobbi,stand,condon,dichat,fargo,cut,gun,ton,ericchurch,s”,eric,america,nra,wait,jail
204,everyday,noth,interven,“in,zimmerman,rac…,restinpow,tell,piec,ty,exchang,commun,epidem,firearm,declar,dev…,brad,johnson,toronto,problem,spi,russian,tie,comment,event,sick,low,church,run,omg,men,191,continu,son,she,congress,truth,woman,polit,rufiopanman,threaten,awar,id,,mmmm,gun,meanhe’,nra,lad,sensibl
205,live,peopl,min…,pleasur,maxim,desir,reproduct,movi,big,lost,folk,countri,choos,15,mariodb,obama,study…,davidhogg111,kill,fan,russia,g…,cohen,wacko,likely…,grizzlemeist,sheriffclark,nonc,racism,piersmorgan,legitimis,wotsit,pro,intoler,lunat,need…,church,put,abil,repr…,friday,nra,media,citi,shot,american,ericchurch,perspect,standbyyour,organ
206,citi,wsj,videogam,mayhem,chase,fatal,gori,school,g…,david,hall,support,vio…,loneliest,tennesse,republican,senat,car,road,town,member,charleston…,kill,control,violenc,3…,spend,bitch,sedari,rang,violence—but,america,purpos,dread,shot,rage,canada,davidsedari,newyork,fascin,marcorubio,usfda,15,friday,beard,generalkatz,threaten,proud,gun,rurdy4it
207,kiss,sunny’,almost,grate,violenc…,bipartisan,comprehensive…,dan,commonsens,mccreadyfornc,politician,john,don…,mlipshutz,tsengputterman,centric,univers,black,nra’,aren’t,republican,cur…,nigga,gotta,subjec…,america,buy,anoth,violenc,prevent,skewer,mental,oliv,rage,countri,victim,davidhogg111,bannerit,senseless,favorit,anymor,canada,"voters
y",florida,"
voteblue
protectourvotes
paperballots
💙🇺🇸💙…","november
votethemout",violence—but,ericchurch,gun,secupp
208,survivor,idiot,disregard,disgust,chairmanbuckley,credibl,expert,cuz,k…,grave,“rehabilitation”,reuter,space,chil…,toronto,ball,nra,adult,nbcnew,america,speech,gop,wake,kid,anyon,o…,thefestfl,organ,florida,dnc,gun,canada,rage,violence—but,ericchurch,fan,call,aw,scream,davidhogg111,special,children,stupid,payoff,lombray,condemn,eric,kind,marcorubio,stop
209,organ,ill,polici,taken,moment,country…,fight,injustic,racism…,cop,son,fact,continu,sbanetweis,motiv,prelim,women’,activism…,law,countri,word,dloesch,canada,violence—but,right,fan,knife,believ,convers,victori,freedom,violenc,🙋i,hand,gun,david,america,2a,"pharma

1000",crumb,ericchurch,speak,longer,hogg,promot,nra,idiot,sweetestanana,👇👍😂👏,
210,email,the…,control,stori,american,pleas,surg…,surgeongener,untouch,want,i…,ban,politician,blame,violenc,shotspott,citi,enoughisenough,endgunviol,parklandstrong,might,focus,imbecil,amp,america,gang,student,anymor,cnn,explain,hand,donat,everytown,terribl,repwalberg,best🇺🇸,mediocr,"😜
👊
","america
",fbi,kill,toronto,nra,gun,fan,wouldnt,ericchurch,must,mariabutina,boost
211,politician,law,state,hand,anyway,violent,lilaroybean1,right,toronto,your,noth,justifi,idiot,momsdemand,amp,dloesch,kill,serious,chicago,guncontrolnow,fbi,gunviol,"

annmarier2",runningwaterscl,american,ban,boycott,fool,russian,page,lisa,studi,davidhogg111,👇🏼,gotdimpl,violenc,ericchurch,problem,wow,die,gunsens,nra,gun,dumb,wors,read,,❤️’,puppet,mariodb
212,rapper,xxxtentacion,research,housegop,repmimiwalt,blame,marcorubio,ellenbarkin,mattlargey,defdist,done,fan,,concert,stop,everytown,control,projecteject,pledg,isnt,murder,retweet,selfish,spensiv,paid,church,law,seem,young,school,davidhogg111,kill,word,anoth,toronto,❄️,meltdown,piec,planet,key,nra,insan,program,nratv,gun,eric,career,wtf,👇🏾,ericchurch
213,novemb,your…,33000,change…,th…,you…,texa,fact,heard,doesnt,cancer,sinc,democrat,chick,ralli,anyth,newtradit,su,boogiepopprobin,activist,confisc,enough,support,child,canada,victim,obvious,kid,outlaw,violenc,law,control,dixi,hand,,wow,isnt,mariodb,countri,fan,church,🔫🔫🔫🔫,ericchurch,blood,shame,eric,thank,lt3,gun,wasn’t
214,it’,caus,supremacist,immigr,fix,nope,nation,don’t,90,common,toronto,10,leftist,member,kill,basic,basketbal,violenc,assault,floridablu,black,tragedi,,boycottericchurch,sens,chicago,hand,law,kombatk,thelieutenantofinishmor,bloodi,research,canada,less,ban,"this
neverquit",closer,purg,nra,church,eric,recov,gun,learn,idiot,vote,dumpericchurch,fan,heartbreak,ericchurch
215,nra,real,where…,consid,unravel,solv,problem,cbccanada,spotter,mayb,campaign,research,orlean,discuss,landrieu,also,shot,change…,33000,australia,lakemba,refer,ap,control,solut,countri,you’r,peopl,and…,poor,mani,launch,vigor,chriseargl,end,american,parkermolloy,s…,crime,alon,gop,kid,church,madden,eric,gun,ericchurch,ridicul,davidhogg111,presid
216,curb,glad,sin…,bubbl,davidhogg111,ban,politician,term,info,law,stop,offic,low,relat,mall,much…,rap,notoriousna,chicago,epidem,sens,shot,countri,america,murder,focu,tragedi,white,ap,protest,2a,berni,socialist,threat,untrac,blame,reduc,ballofsonshin,toronto,,incred,texa,justicewilwin,nra,vanjones68,gun,🔥🔥🔥🔥🔥,bs,jenkeesmaat,eric
217,12,respons,crisi,twitter,paper,prevent,print,death,research,pain,problem,bt,s…,carmelo,equal,speak,alot,young,atlanta,obtain,reduc,plz,law,star,ralli,count,georgia,woman,america,loos,advoc,instead,lost,afraid,ryanafourni,help👇🏼,almost,ohhhhh,school,student,sens,later,amen,retweet,victim,gun,allow,👇😎👇saturday👇😎👇,ok,read
218,automa…,“back,"2017
cannabi",charliekirk11,"30000
so",crimin,enough,wake,law,continu,america,specif,stick,bronx,want,me…,claim,"america

her",right,decreas,understand,believ,⬇🖕🏽,"⬇🖕🏽
nra",gop,govern,note,matters…,violenc,florida,shame,obsess,couldn’t,pleas,sens,davidwohl,jacobawohl,mama♥️,,gun,pactmiami,prevent,common,leadership,lose,excel,rinnyss,this👇🏼👇🏼👇🏼,whereskatko,ericchurch
219,lcvesickta,year,research,permit,ralli,revok,hold,worri,gan…,station,allow,eric,tsk,tsksee,ericchurch,movement,isit,shoot,gain,👍🏼👍🏼,help,share,bottomless,idioci,abus,honor,law,gun,existenti,crazyoverli,businessman,georgia,ga06,total,cincycathedr,cincinnati,agre,liber,nra,mic,educ,lost,drop,list,slave,yep,im,bam,true,ed
220,bullet,joebarri,dropthegun,realdonaldtrump,sinc,shannonrwatt,say,thought,carmelo,anthoni,stay,sens,emma4chang,stick,threaten,ericchurch,rpetti,smtravi,recent,children,logic,senat,constitu,histori,futur,rosannecash,demand,viole…,like…,stop,prove,marcorubio,cancer,violent,anoth,afraid,strongbluewavecoming2018,ban,oregon,make,blame,victim,nra,dead,violenc,hypocrit,gun,lost,oregonway,
221,iceland,necessari,af,case,violenc,fight,rage,violence—but,enorm,batshit,cray,countri,americanvalu,racist,freedom,orlean,amarch4ourl,victim,keep,cross,"ear
drug",left”,“gun,goal,law,cnn,y’all,join,couldnt,contrast,clearer,shoot,ericchurch,gun,canada,fanwa,oper,davidhogg111,news,zarion,engin,social,nra,ronwyden,dloesch,teamluci,changetheref,,😊😊😊😊👍👍👍👍👍👍👍👍👍👏👏👏👏👏👏,🙌🏼🙏🏼🙌🏼
222,jassim,man…,usa,homicid,life,confisc,jaclyncorin,nbcnew,citizenri,proud,anti,nation,control,lazi,yesther,orlean,crazi,rip,gave,endgunviol,guncontrolnow,sensenow,survivor,leader,georgia,gun,🧡🧡,meganmcguir,ptsd,the…,bikersfortrump,rightsy,don’…,mental,davidhogg111,taken,point,seesometh,saysometh,teamluci,russian,spi,safe❗️,gunviol,shambl,nra,yall,hillarywasrightabouteveryth,boycottericchurch,nail
223,ammo,shootersget,johngreenwood,"spell

sens",shhhhh,america,2018,fact,ban,reason,amazinmikey,rachaelleah707,inept,approach,state,run,typic,violenc,street,type,gunviol,children,resid,alreadi,traumat,frompolic,younger,high,histori,nra,pro,usa,democrat,mass,reduc,action,shoot,blame,visit,hamilton,analysi,192,bnonew,crazi,gun,thank,sens,pitch,housegop,mani
224,gravit,callawaymd,disast,bomb,natur,offens,stop…,nah,citizen,inequ,intend,ms,fargo,violent,amazinmikey,thegoodgodabov,vp,pacifist,candid,thisisremiii,carelessdraw,spectatorindex,cperspect,research,ericchurch,guarante,purchas,institut,oppress,reduc,gun,rickettsforgov,johnmurant,debfischern,tonight,violenc,blame,heart,countri,break,prevent,nra,chicagopolic,chicagosmayor,neworlean,yo,bensass,repdonbacon,teamluci,guntalk
225,edward,petit,teenag,child…,shot,anthoni,wors,trayvon,martin,carmelo,basketbal,american,texan,calls…,tedcruz,seriou,problem,felixfortinbra,sword,easi,trigger…,idiot,33000,join,change…,psycholog,kid,mikesand,bnonew,thenewsjunki,john,"
sadreal",dead,random…,wholesom,shoot,everi,femal,anoth,violenc,orlean,odoublechees,nra,fuckthenra,solv,kill,small,america,affect,inde
226,violence—but,canada,simpli,bta,mitch,guitar,action,sing…,never,anyway,american,threaten,affect,kimsmom3,kim,print,"rediculous

wor…",monger,prayer,cnn,music,33000,change…,suicid,"numbers
thi",emerg,epidem,civil,senseless,fear,innoc,blame,nra,promot,,soobsessedwith,kookingwithsuga,2nd,countri,realdonaldtrump,offer,reason,suck,boost,signal,buy,gun,forget,disgust,sicken
227,💥harleyrouda,violence—w,"
▶️economy—cr",streng…,taught,me…,rang,terribl,violence—but,smartnew,canada,won’t,anoth,jambradi,ck13697976,davidhogg111,cou…,assur,kellyander30,struggl,actual…,change…,33000,besmart,amp…,alaska,notanaccid,dead,state,emot,geraldkanter1,week,mandatori,minimum,st…,irrespons,legisl,orlean,someth,peopl,kill,die,crimin,19dnutt,nra,gun,remind,ye,sfwal,true
228,pray,upset,abl,loan,ge…,shedevilmost,member,mani,prevent,nbcnew,zqx93,myfanpleasur,pro,hand,yet,canada,15,rest,nra,shoot,american,peac,doesn’t,pennsylvania,an…,rage,lose,politician,state,the…,19dnutt,violenc,america,theater,crazi,fear,correctli,two,toronto,ban,crime,blame,kill,issu,citi,convers,prayer,famili,leader,gun
229,nratv,mutual,creat,proud,shot,real,blame,adambaldwin,polic,they…,carri,italian,believ,protest,muellerindictments…,"gopbastards
trumpknew","nralaunderedrublesfortrump
nra",gaslightingamerica,lyingtoamerica,carmelo,anthoni,dev…,declar,epidem,treat,firearm,tighten,mentalhealth,tide,turn,pd,chicago’,provide help,provid,taken,rate,shoot,kimsmom3,nra,loss,victim,three,togeth,help,lower,reason,orlean,chicago,intoler,trump
230,dissemin,propaganda,separ,about…,infecti,diseas,approach,spread,crime,violent,public,indiana,effect,violenc,convers,ferguson,law,born,get,earli,except,polici,prevent,offici,trump,realdonaldtrump,autotweet,perso…,rank,28th,america,discuss,shotspott,toronto,help,pose,ton,ami,gun,children,cleveland,waow,anybodi,"anymore

your",solut,chicago,provid,intoler,hand,end
231,nadi,carri,control,drug,crime,dezjohnson,period,sarahjn22,👎🏼,mynameiss,hogg,david,scream,mckerrow,dear,josh,joshua,realdonaldtrump,help,yard,commit,treason,a…,children,nra,violenc,"poser
er","
listen",violence—but,rage,provid,america,trump,dapandico1,themselve…,funni,grasp,arcamax,impact,ericchurch,victim,intoler,chicago,soon,rampant,☹️,,talk,gun,stop
232,vile,billcassidi,louisiana,2861047,canada,consid,research,doubt,black,violence—but,glad,waow,mediadiss,illinoi,stood,wors,obama,gun,trump,gang,illeg,bullshit,hazellenut1,provid,rage,tootsiesnet,toronto,ban,cdc,safetylik,domest,america,trumpknew,voteblu,votevet,crimin,nra,career,woman,intoler,grasp,gunsdontmakeussaf,gunreformnow,cometommorow,davematthewsbnd,killer,impact,,chicago,"followbackresistance
resist
fbrparti"
233,what’,rope,ugh,abt,guncontrolnow,topoli,onpoli,help,vayhi,given,leadership,drug,pennysplac,droneal,trump,crime,kellyander30,th…,mass,foxnew,"kyle

w",actionnev,anoth,violent,childrenampf…,unhealthi,victim,g…,shot,parti,school,forourfutureoh,danforthshoot,cnn,yr,everyday,intoler,provid,shoot,odrama,hang,dixiechickeffect,molonlab,stop,gun,dri,pleas,chicago,fuckyourgun,
234,isn’t,behalf,rough,electrovert,7…,gang,rather,prioriti,fact,yet,putkidsfirsr,togeth,petit,provid,intoler,kill,know…,"

and",vulner,hypocrisi,steroid,,rahmemanuel,sadli,easi,mental,riheaven,gunviol,ass,help,randcorpor,shelf,democrat,effort,protect,polit,shoot,victim,gun,theatlant,america,re…,epidem,rage,blame,notmypresid,naw,im,chicago,honorwithact
235,fuck,law,women,artist,problem,crime,"ear
drug",trump,duty…,i…,histori,impact,reptomsuozzi,shoot,student,enoughisenough,senatemajldr,death,ba…,right,violenc,defens,downloadabl…,provid,mayb,left,guarante,offic,except,bullet,it’,campaign,intoler,ban,nra,gang,victim,lost,cop,ass,america,enough,,repkevinbradi,chicago,gun,bruh,❤️❤️,top4c,wisdom
236,member,support,luci,topic,folk,votemarsha,take,weekend,worth,wouldnt,provid,domest,feder,number,everi,gotta,davidhogg111,america,dear,man,intoler,sambova,except,lobbi,littl,lauraloom,asingeredfilm,tragedi,senseless,american,toronto,control,shoot,antifahunter99,law,writingread,stop,democrat,,gun,frankie92300,politicizemydeath,skuzzi,🐺s,charliekirk11,pervert,chicago,thread,rodriquezkhaliq,bluewave2018
237,posi…,shoot,place,background,s…,anyth,teacher,becom,russian,epidem,fo…,anti,ppl,yr,ownership,colleg,arey,education…,rage,matter,nowthisnew,terror,gotta,condolences…,innoc,respond,ericchurch,mayor,awar,"
speakerryan","replaced
senatemajldr",offic,bronx,church,law,fan,help,offer,goo…,gun,orlean,nra,turn,singer,charliekirk11,eric,davidhogg111,chicago,speak,
238,compassion,caus,statist,pd,tide,addit,fl,nut,bdsisrael,danielocarmon,lambaalka,york,wildfir,support,violenc,weapon,civilis,democraci,huge,brain,vote,st…,gun,sambova,crimin,control,forget,relat,solut,intoler,hey,keep,rucku,normal,cannot,move,carrienbcnew,canada,hallandal,lolfamili,reunificationlolsmh,nra,lip,chicago,sanctuari,meet,boost,woof,stop,polic
239,everi,lapd,☝️,mayorofla,american,mor…,histori,detroit,gang,cap,fr,blame,makes…,asilverdrak,democrat,break,opportun,drug,fight,senblumenth,obviou…,tough,minor,random,research,victim,rollingston,protest,news,even,relat,trump,decis,doesn’t,includ,fierc,🧡💄,mexico,leadership,randcorpor,mention,gun,mess,death,aaron,lrt,pushup,nra,shithouseaddi,davidhogg111
240,tkachukisagod,loc8ingoil,gop,arranging—of—130000,stormydaniel,domest,flaw,intens,toronto,wouldn’t,ca…,aren’t,old,obama,guncontrol,research,endgunviol,marchforourl,suit,liber,,nra,polic,fight,peopl,law,that’,drop,marchnola,victim,fefe,liberalismisamentaldisord,liberallog,crazi,rampant,youbunchofmark,giannocaldwel,lizard,tragedi,gun,sens,problem,burn,sick,chicago,‼️‼️,armi,machin,fact,mayor
241,firearm,commit,davidhogg111,jahana,“ukulel,guy”,govt,risk,enemy…,votethemout,place,address,2016,tragedi,everi,impact,grasp,arcamax,problem,citi,dloesch,violenc,hoarsewisper,ban,shoot,russia,incid,58000,trump,philli,finger,meldug,yet,solut,mayor,exact,"

goddamn",chicago,nra,gun,foxnew,seaword2014,,abqdaddynewmexi,giannocaldwel,fuck,voteblue2018,👏👏👏,powertothepeopl,checkupcbc
242,sign,cop,knew,innoc,repres,volunt,lowel,chrisjohnsonmd,epidemiolog,nfl,shop,legisl,recent,act,dloesch,antiboredom,"
alleyesontgi","
emma4chang","
ahedtami",srmillar3,ourperpetu,nerve2,whe…,question,anim,stop,control,momsdemand,protect,secpompeo,patriot,victim,refus,never,here,backtoschool,with…,violenc,help,kylegriffin1,mayor,promot,chicago,gun,giannocaldwel,nra,treat,❤️,marchforourlivesjax,cri
