,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
425,weekend,citi,"morons
turn",ground,hunt,defenseless,america’,kill,dirtydemocrat,"
enemyofthepeopl","
obamalegaci","🤮

vote",solut,young,taken,chang,thread,tobogigio,boo,high,awar,made,nratv,king,rahm,worship,law,said,don’t,bari,foxnew,own,close,control,trumpderangementsyndrom,liberalismisamentaldisord,lame,presid,"eminem
fix",realdonaldtrump,well,chasingnew,legal,shot,y’all,need,mayor,"concerns
about
rising


against
police
officers

fox9",chicago,
426,🙄🙄🙄,let’,garbag,rahm,titusvil,ralli,block,12,racism,guy,contagi,diseas,prevent,emot,shop,shot,governor,kingjam,becom,illinoi,lie,speak,info,reduc,2a,respect,fowl,havent,charliekirk11,stan,"arguments”
walkaway",“stupid,noth,offens,piersmorgan,point,violenc,weekend,cop,eminem,thread,,mayor,fair,bari,bent,"chris
christie
calls
obama
‘a
petulant
child
for
taking
action
on
gun
violence

newshound","murdersuicide
–
dead
–
karl
pierson
littleton
co

shot
in
the
usa
gun
violence
after
newtown",chicago,azvalentin
427,evilslurk,bye,either,threatened…,anchor,support,identifi,loonylefti,70,😂😂😂,starving…,mermaidsong251,compound,mexico,fbi,article…,lost,gospel,drill,finger,balaclava,lebron,nation,end,slam,giuliani,mean,gun,eminem👏🏽💀,forbid,shout,accept,youth”,right,weekend,pen,sent,normal,control,mani,100,david,clark,shadylamb,he,,chicago,votered2018,"charlote
riots

keith
lamont
scott
had
a
twodecades
long
history
of
gun
violence

truthfe",disgust
428,protect,citizen,foxandfriend,shot,warzon,horrifi,worship,utter,couldnt,minist,methodist,proof,rebound,bron,catch,crime,state,capabl,he,ja,toy…,trump,rahm,emanu,weekend,w…,promot,place,pleas,doesn’t,finger,sinc,tomilahren,ho…,017,trash,corni,kill,nra,gone,democrat,,disgust,exactlyit’,stop,analog,gun,hmmm,"private
sales
in
illinois

law
center
to
prevent
gun
viol",chicago
429,whole,mariah,mad,akdndkdjdjdnd,viral,obama,moral,if…,arm,ban,t…,cover,anoth,toronto,citi,foxnew,fight,situat,dloesch,injustic,th…,polic,guy,mass,run,control,yet,shoot,robot,violenc,cunt,dumb,democrat,polici,law,maryland,sir,nra,gun,🤦🏾‍♂️,rahm,truthbetold,jesusiscomingsoon,2adefend,jamesthompsonk,resist,onpoli,moron,👇🏾👇🏾👇🏾,chicago
430,victim,☠️,monday’,happen,ca,hispan,alon,black,america,dead,johncornyn,democrat,tighter,respons,address,monster,pop,closer,krap,oh,foxnew,footbal,geez,kneeler,repres,ah,philli,piersmorgan,la,kill,control,guy,lebron’,runningtothepeopl,violenc,nra,hous,win,shoot,gun,rahm,law,🤦🏽‍♀️,expectu,chiraq,bro,tuesdaythought,realdonaldtrump,,chicago
431,folk,outrag,gang,wish,seen,lib,world,scum,terrorist,leftw,share,lesson,mikebwond,concern,10,kill,anybodi,bueller,control,fakenew,omiss,vio…,earthquak,respect,clark,arm,glad,nail,afteral,dot,retard,citi,hiphoparch,politician,reform,you’r,connect,neveragain,lebron,dem,sheriffclark,law,weapon,,gun,exactli,👀👀👀👀,walkawayfromdemocrat,legend,chicago
432,citi,mcfaul,seem,dick,rahm,bcoz,marshal,impress,shoot,jesu,citizen,would’v,1999,kill,agre,potu,stronger,mayor,"tonight

gsu2018",rock,brilliantmind16,horror,🇺🇸❤️🇺🇸,smh,davidhogg111,trick,shadi,want🤢⁉️,texa,cultur,problem,bari,democrat,ryanafourni,alreadi,lmaooooooo,,law,violenc,state,gun,shut,cricket,persona,betoorourk,teambeto,cruz,bop,eminem,chicago
433,exist,absolut,shot,man,bluewave2018,gapol,"tuesdaymotivation
tuesdaythoughts
millenni","
walkaway",hahahaha,ugli,alllll,alreadi,shut,add,everyon,anymor,monday,violenc,exposé,discov,affect,stop,continu,gun,cruz,stupid,knew,truth,wyd,america,thread,control,😂😂😂,peopl,chicagotonight,go,🙄🙄,😂😂😂😂😂😂😂😂,foh,inject,"issues

coalition
to
stop
gun
viol",exactli,yep,lmfao,,rap,lmao,eminem,chicago,expos
434,far,2007,seiz,lool,"😏
💰",torontopolic,gun,black,democrat,6000,crimin,control,ma’am,fight,"😂😂😂

damn",diamondandsilk,chicagoan,violenc,seen,thread,isn’t,school,fredguttenberg,inform,lmao,realiz,lol,ain’t,smh,must,lyricist,care,16,interest,oh,amen,nraisaterroristorgan,sensat,hahahahahahahahhahahahahahahahahahahahahahahahahhahhahahahahahahahahahahahahahahahahahahahahahah,bop,sheeeesh,😂😂😂😂😂,cares😂,stop,point,em,nra,eminem,expos,chicago
435,stupid”,ill,nra,af,realalexjon,control,flotu,fear,shoot,victim,33000,gun,answer,shock,sensit,legaci,obumm,dloesch,kill,mccarthi,garri,leader,tru,socialist,protest,safe,huge,let,corni,true,citi,state,shutcho,mental,violenc,law,chicagoian,least,speaktruthtopow,10500,"dealer
regulations

law
center
to
prevent
gun
viol","law
center
to
prevent
gun
violence

because
smart
gun
laws
save
l",👎🏾,powertothepeopl,loooooool,distast,lmao,lmfaoaoaoaoaooaoao,hmmm,chicago
436,kag,"democratplantation

votered2018",walkaway,idiot,prayer,hi…,wast,racist,commun,countri,protect,over…,arent,shoot,law,ju…,candid,enough,violenc,fund,randcorpor,glorifi,aap,prevent,patjohnson,children,problem,mani,affect,youcas,closed🇺🇸🇺🇸🇺🇸,shot,liber,victim,snowflak,dipshit,piersmorgan,,bari,blame,due,pwoodfal,citi,relev,babi,gun,xd,power,moron,chicago
437,finances”,“poor,gawd,steven,liber,solut,movi,foxnew,someon,thread,selfdefens,mcgarrett,aid,flavor,must,dumb,let’,thought,wth,avail,,whack,birmingham,"soul
rahmemanuel",countri,control,nicki,victim,guard,park,realdonaldtrump,lmfao,nra,rahm,citi,giannocaldwel,central,recoil,😂😂😂😂,david,mean,lol,gun,akismatoula,disgusting🙄,changecantwait,shut,late,okay,chicago
438,trudeau,point,news,vote,america,savannah,shotspott,loss,rhetor,presstv‘trump’,lead,rudygiuliani,rahm,to…,commun,violen…,justin,cdnpoli,liber,blue,beto,address,shoot,mayor,committe,tocar,enemi,odd,problem,law,abid,honor,bee…,speech,violenc,combat,self,citi,broke,canadian,"
gunreformnow",endgunviol,nra,love,parkland,gun,ass,👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼,geraldmoody1560,chicago
439,r…,clean,prevent,incit,loool,be😂🤦,billoreilli,sens,mikegreiner7,away,children,rahm,nicki,kudurun,orospu,çocukları,anywayb,comment,tourism,hurt,🙇🏽‍♂️,wh…,jimmydor,glorifi,differ,emanuel,crazi,law,commit,american,firearm,rudygiuliani,world,pray,citi,crime,thread,stupid,truthbimb,travesti,simplest,expos,gun,lost,solut,shit,crimin,truth,correct,chicago
440,wit,slim,theyr,offic,church,dad,epidem,contribut,chicago’,delet,sheriffclark,eminem,72,rahm,websit,alot,must,fuck,childish,lool,obama,ima,shadi,dannyoconnor1,ironi,markwahlberg,migo,wl,problem,bull,sht,,45,applic,thread,crew,chrismurphyct,citi,reform,nra,bop,shut,help,curb,shit,interest,fuckthenra,😂😂😂😂😂😂😂😂😂😂😂,stfu,chicago
441,event,💁‍♀️”,“yeah,educatio…,violenc,end,minor,constant,amount,eminem,alyssamilano,discuss,interven,cost,concern,mayor,chicago’,done,school,pay,nation,want,nope,resid,bitch,kid,tri,rvawonk,victim,dumb,penc,that’,children,citi,rudygiuliani,vp,far,ponder,frisk,claim,,impeachpence1st,regulateorrep,bait,👇🏻,gun,god,stori,notesfromhel,chicago
442,entrap,guccilinen,❌🚫❌🚫,fuckedros,resid,chicago’,epidem,end,pd,diamondandsilk,leeallen22,fedaykin1a,poetry4justic,kcpd,kcmo,amarch4ourl,rauner,attempt,jb,barri…,terminolog,cours,advoc,tedcruz,problemat,piec,roadtochang,commun,y’all,impeach,citi,candac,eminem,favourit,owen,control,nra,annoy,dumb,thread,room,exactli,penceisdens,jjj,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,realeyethespi,shut,realcandaceo,chicago,
443,cant,fault,america,vi…,anti,mad,law,victim,t…,stfu,billoreilli,viole…,rahm,epidem,crimin,zone,profit,tri,interven,novot,agt,mani,threaten,interview,king5seattl,vp,facebook,blame,prevent,info,ofenc,ryanafourni,vital,truth,listen,gun,famili,kimberlycorban,pure,true,penc,hmmm,twat,mikepenceisaterrorist,thebeat,nra,reduc,potu,chicago,
444,polic,davidhogg111,the…,victim,behind,violent,kcmo,kcpd,mental,rate,crime,retweet,donat,matters🧡,gonna,nra,harass,war,remov,scum,pwgphoto,reoccur,continu,smh,pleas,,resign,rancherhil,prevent,jb,turd,mid,mayor,thread,terror,rahm,disgust,reach,momsdemand,commun,leav,all🤦🏽‍♂️,gun,plan,novemb,hmmmm,lightweight,senkamalaharri,agre,chicago
445,hunt,nragat,nraterrorists…,freedom,violenc,ban,issu,mom,someth,except,capit,hardcor,solut,fuckin,penc,victim,mention,reason,cop,state,peopl,liter,organ,jack,commun,black,thug,hs,englewood,human,davidhogg111,bare,harass,legit,million,commit,anyon,chicago’,crazi,job,gun,documentari,fk,democrat,haileyvfkjfjc,alrighti,thread,walkaway,,chicago
446,bradybuzz,everytown,csgv,futur,hs,condon,crazyvot,trump,present,owens’,th…,momsdemand,put,rahmemanuel,superhero,friggin,busted🚨🎉😀,import,talking…,soft,threaten,obama,cameronkaski,nra,g0ffthew,arhourigan,howcanyouexplainthe58murdersofblackindividualsinchicagoovertgeweekendtow…,a…,act,christian,aaaannnndddd,student,jack,strategi,evil,nationalguard,control,weekend,shoot,,thread,chicago’,promot,nonsens,🗣🗣🗣🗣🗣🗣,thebeat,hmmm,😂😂😂😂😂,agre,chicago
447,mayor,kornegaydanna,bs,encourag,obama,complet,secpompeo,alyssamilano,washingtonpost,crappi,healthcar,collaps,wit,prevent,outsidethewir,jasonkand,convers,aarp,vote4fl,bethediffer,commun,control,moron,crypto,coalit,hand,kill,blame,pet,anyth,hug,promot,wbrettwilson,fam…,"

dont",yashar,masturb,bicyclist,give,hate,reduc,liber,,sadli,gun,everyth,tea,bam,yassssssss,chicago
448,citi,racism,hatr,predica,ryanafourni,maths…,increas,1996,realjameswood,heard…,decis,cesmustach,autonomi,contribut,foh,american,lebron,gave,liber,jone,pro,said,public,mike,chicago’,epidem,respons,mass,shoo…,deeterdangl,amen,ban,protest,classic,taekook,bibl,,nyagv1,antigun,violenc,sinc,democrat,lindseydavis311,gun,singh🙏🏻,church,promot,swoon,bail,chicago
449,urban,talk’,"topics
chicago","violence
fail",polic…,mani,violenc,treat,bustedknuckledd,faceless,2015,street,exhibit,literaci,thingsneversaidinrapsong,issu,epidem,dev…,firearm,we…,routin,sensand,shoot,nra,hillbilli,supr,resid,pd,suspect,identifi,rememb,open,juliefairey,debat,threaten,lancewigg,let,school,purg,polic,commun,emmanuel,punk,rahm,52,gun,maga,2ashallnotbeinfring,chicago,
450,country”,suspect,identifi,pd,care,homicid,solv,e17,investig,yoy,rudygiuliani,rid,democrat,yet,fbf,beautifuldeson1,standing…,mayor,reason,usatoday,nra,mike,penc,epidem,contribut,chicago’,anyth,unsaf,werent,commun,melbourn,arm,auspol,robberi,stop,crime,barri,emanuel,rahm,proud,resid,usa,city😣😣😣😣😣,city😕,gun,facebook,control,chicago,nb,
451,neighborhood,near,pick…,moral,“a,background,sales”…,obligationto,epidem,penc,mike,contribut,decis,black…,l…,sake,outta,pd,identifi,arent,also,raise…,uniqu,messeng,‘give,gun’,billoreilli,33000,change…,american,creat,around,money,torontonian,afraid,jone,school,cbjohnson143,sourc,victim,patscan,patv,spend,weekend,resid,chicago’,jack,soledadobrien,,chicago
452,popul,scatter,vast,mental,skewer,oliv,mosaicsci,infecti,survey,elizabeth,they’r,warren,clark,ap4liberti,benshapiro,curb,someon,afraid,victim,crime,learn,peac,engulf,dailymailuk,"nonsense
no",d…,kaygotplay,racism,agains…,kid,gun,hang,propos,torontonian,poll,bail,reduc,p…,spread,near,suicid,violent,blame,kylekashuv,commun,shot,support,gunviol,chicago,agre
453,epidem,chicago’,groundhog,pointless,philadelphia’,suffering…,stand,govt,affili,nyfinest27,nonsens,why…,indiana,leader,pretti,ask,combat,shotspott,savannah,walk,rcasten1983,gentlemanwusk,them…,matter,fear,“they…,dontforget1776,murder,prevent,ny,noidc,wisctvnews3,comment,scott,walker,tragedi,jack,school,spot,citizen,owner,put,identifi,germanjedi,cannot,monster,potu,victim,,chicago
454,shot,collect,polic,voic,penc,vote,real…,ofsmith32,campu,princeton,awar,agrre,horrif,snowflak,lake,kostner,rip,jack,rahmemanuel,peopl,everywher,u…,student,violenc,chicago’,law,rahm,idiot,replac,fact,guy,end,ballerina,,emanuel,nra,fight,victim,wednesday,school,blame,gun,citi,thug,jeez,shareblu,"chicago

gregoryclay",stand,much,chicago
455,show,chicago’,obama,rahm,emanuel,friend,tragedi,copi,w…,pennridg,segment,wvon1690,mazjac,victim,spark,citi,bought,commun,still,polic,senseless,vote,law,johnkass,problem,weekend,congrat,crimin,style,rahmbo,maga,😒🗣,gun,immigr,promot,shoot,blame,prevent,,noth,stop,ignor,teen,keep,blacklivesmatt,firerahm,chiraq,"vetsforgunreform

im",chicago,exactli
456,genuin,lizzi,templat,talk,lead,dhj,click,nerv,polic,25,church,state,articl,pass,root,warrant,gang,victim,poverti,gun,differ,promot,prevent,senduckworth,2020,betoforsen,govern,sanction,childrenunderattack,youthday,betta,betofortexa,preach,citi,employe,law,realjameswood,tammi,max,laugh,end,vp,nra,thank,thread,um,fact,davidhogg111,chicago,
457,model,nformat,issu,jaclyncorin,"
raullsantiago",ant,eat,problem,town,shot,leftist,narrat,rip,citi,left,control,canada,rememb,except,🙏🏽,slam,victim,abus,whatev,narr,violenc,blasio,vocab,fingerpoint,pritzker,mayor,gang,fail,alon,chicago’,proactiv,nycmayor,correct,democrat,law,,tire,karenremaley,realti,fooli,gun,👎🏻,smartgun,wow,chicago
458,ouch,site,told,us,end,behind,resid,politician,support,state,citi,stop,pocohonta,spell,sens,road,drug,unnecessari,citizen,furiou,listen,nice,ban,barackobama,nra,prevent,propos,law,don’t,countri,gun,obviou,messag,canadian,pleas,gsu18,holder,clown,reason,born,momsdemand,liter,,☎️chicago,disgust,"ammunition
regulation

law
center
to
prevent
gun
viol",duh,👯👯👯,"concerns
about
rising


against
police
officers

fox9",chicago
459,🐀☠️,rice,wonder,himsel…,visit,momsdemand,oper,loss,prevent,threat,milwauke,increas,wors,see,sexual,violenc,victim,toward,stride,stitch,snitch,owen,church,due,jasonkand,break,citi,warren,sanctuari,nra,beat,brainfingerprint,brainwavesci,yeswehelp,dreamyeswecan,candac,state,90,harass,tomorrow,amen,rhetor,🙏🏽,"gun
shows
in
new
york

law
center
to
prevent
gun
viol",colleagu,gun,chicago,inspir,bullshit,america
460,tha…,futur,woke,crime,indi,resid,pd,control,sanderswarren2020,bernieelizabeth2020,repres,sampl,hit,told,issu,problem,classifi,randcorpor,familyfir,violenc,citi,stupid,great,suicid,chicago’,there’s…,steal,actupspeakout,aren’t,school,pay,car,recommend,🙏🏾🙏🏾,brother,ban,gun,davidhogg111,momsdemand,,devo,attent,question,prevent,young,lol,amarch4ourl,count,nra,chicago
461,partner,v…,murder,street,citi,simpl,torontostar,taken,whose,nra,crime,head,r…,tomorrow,billoreilli,gun,next,weirdo,kind,rank,kcmo,kcpd,weekend,fear,america,health,young,ode,‼️‼️‼️,vossenadam,kassydillon,activist,strong,gsu18,twainhous,sorri,violenc,now✈️✈️✈️🙏🏾🔥🔥,ripraytrucash🙏🏾🙏🏾✈️🎯🎯,viol…,smh,bro,evolut,i’m,thank,victim,thread👇🏻,fyi,fireemanuel,chicago
462,ear…,eas,congress,orioletweet,victim,speak,saw,polit,here,ap,dem,conspir,town,dloesch,"ear
drug",decri,milwaukee’,barrett,resid,nobodi,stupid,ban,upward,onward,briaasmithh,commun,co…,repkclark,senwarren,unit,🤤🤤🤤🤤,will,son,putin,nra,crime,art,state,abc7break,toronto,,momsdemand,"
get",violenc,youth,gun,drawlin,voteblu,"dealer
regulations
in
california

law
center
to
prevent
gun
viol",chicago
463,seriou,ldaught2,look,penc,highlight,mdjonesbrown,70,week…,someth,particularli,polit,murder,ladi,davidhogg111,atlblackstar,therealremyredd,control,exchang,diamondandsilk,thought,53000,incid,2015,democrat,actor,team,gun,answer,sales😊,pop,soda,law,,complain,violenc,dynam,judicialwatch,sheriffclark,dloesch,snitch,"about

🇺🇸",hope,nra,e´m,"gun
shows
in
california

law
center
to
prevent
gun
viol",greenparti,expectu,gsu18,👏👏👏,chicago
464,incit,protect,sens,humancipator35,enamelanim,coachgrasmick,protest,governor,senschum,mani,despit,gleeful,perlmut,al,pd,moment,concern,change…,33000,weekend,clergi,dloesch,law,4…,action,soonerbornbr,report,woke,commun,platform,citi,school,a…,activ,ago,victim,violenc,disgust,gsu18,black,momsdemand,,rahmemanuel,lost,gun,bookmark,chicago,☕️,wellregul,word
465,understand,voteblu,school,right,stop,a…,globemetro,chi…,pack,“friend”,"
do",danarohrabach,leighanne2014,c0ldrink,enforc,democrat,law,offic,walkaway,gungrabb,gun viol,“everi,pushup,number”,idiot,⁦govrauner⁩,⁦wlsam890⁩,chicagoviol,control,arm,partial,"

it’",realjameswood,protest,agenc,,nra,momsdemand,polic,wonder,violenc,gunsens,davidhogg111,demofuckuprat,taught,solut,chicago,gun,speed,rancherhil
466,ice,kayajon,attend,problem,said,resid,solut,shoot,c0ldrink,leighanne2014,voxdotcom,wildfire…,california,"president

what",midterm,waynedupreeshow,it’ll,chiraq,safe,student,alex,candid,school,safeti,jone,celebr,nra,order,you’d,pleas,charliekirk11,socialist,prevent,cityattorneysd,america’,gun,"ca48
firedana","
hireharley",young,follow,vilifi,futur,copi,johnkass,chicago,amen,"charlote
riots

keith
lamont
scott
had
a
twodecades
long
history
of
gun
violence

truthfe",✊🏿✊🏼✊🏽,"gun
shows

law
center
to
prevent
gun
viol","issues

coalition
to
stop
gun
viol"
467,economi,"
illegalrapistmayord",ratio,cmon,wish,kayajok,solution’,‘the,nra,share,kid,proud,law,front,gun,standard,hypocrit,group,activ,survivor,student,concern,polic,"
iowa
voteblue
lestweforget
bluewave2018
roadtochange
neveragain",lest,rate,idc,alma,mater,commonsensegunlaw,freedom,icegov,pennridgeh,pennridgesd,momsdemand,notifi,recommend,charliekirk11,follow,,chicago,eric,dirtbag,walkaway,👏🏻👏🏻👏🏻,firedana,theyoungpeoplewillwin,endfamilyfir,wow,roadtochang
468,nra,chicagosmayor,stat,ur…,“red,tide”,poison,youth,polic,safe,organ,never,guard,ga,columbu,stand,"problem



⁦realdonaldtrump⁩",chicago’,around,feat,sanctuari,rapist,vote,fear,scott,women,leighanne2014,talk,canada,robberi,lost,citi,to…,charliekirk11,win,toronto,squeggi,breannadeculu,patriot,,turn,creat,young,forget,kid,sad,done,"💗
neveragain",roadtochang,chicago
469,victim,win,trying…,student,one,address,fakepol,hogwash,hooey,crimin,ap,law,would,rememb,russia,k1ngram3,shoot,nigger,nig,citi,djlangster,globalist,high,jump,wish,adult,canadian,blame,pennridgehigh,1stamend,"275
read",laurenhogg,propos,pennridgehighschool,gun,violenc,young,kid,school,nra,,support,novemb,stand,everi,chicago,beauti,tool,realdonaldtrump,faith
470,asid,give,davidhogg111,abid,gabbygifford,fight,prick,here’,resign,go,alyssamilano,faithfortoronto,faithgoldi,topoli,it…,foxfeath,chukachukachoo,ummm…,said,shuttlecdrkelli,liber,billoreilli,fre…,sweetramblings7,peopl,power,em,epidem,surgeongener,gun,alexking737,vivid,protect,,believ,marchforourl,stupid,mouth,infatu,stubborn,nra,chicago,faith,young,shirt,kid,gang,heroesinlif,huffpost,awesom
471,black,support,ricklangel,marchforourl,dedic,commit,thekidswillsaveu,we…,cost,spoiler,armor,effect,youv,ive,amend,copolit,indivisiblefrr,youngdem,browardbat,guard,void,concept,a…,ban,"sale
te…",duct,"taped

hollywood
pedophile
censorship
media
globalist
refugees
weapon",young,nation,violenc,info,2a,left,davidhogg111,flauja,❤️❤️,gunsdown,thought,law,torymustgo,faithfortoronto,reduc,roadtochang,peopl,gun,food,chicago,done,gtgtgt,realjameswood
472,laugh,amarch4ourl,youthl,anti,tactics…,doingamp,fight,law,somehow,200,abc7chicago,say,reduc,potenti,sensibleab,education4lib,protest,cdc,similar,realjameswood,hahaha,school,toronto,knife,comb,domest,maninthehoodi,street,public,lower,standard,set,fund,commun,brainwash,crimin,dumb,believ,blame,ricklangel,violenc,governor,sinc,gun,nra,chicago,stand,roadtochang,apokaladl,kudo
473,be…,senseless,darkest,comic,shot,centr,bradi,prevent,us,two,base,money,stalk,dismantl,put,"topics
chicago",interview,talk’,sheriffclark,polic…,"violence
fail",urban,newsmaxtv,also,final,patreon,monday,crowd,burst,saw,wednesday,parent,singl,song,children,yall,heard,nation,pictur,"news
imagin","
controlmyass",held,2a,hostag,homeanoth,factual,incorrect,lost,gun,violenc
474,declar,everyday,dev…,raped…,"control
too","
a",mileslunn,polysesouvi,conserv,address…,tax,dollar,see,violenc,seen,died…,jessesing,permit,morgu,anthonycumiacm,eminem,suspend,promot…,horribl,wellregul,often,domest,give,divers,warm,generation…,cop,around,crime,"terrible
bondarevclassroom",increas,adolesc,among,gun,former,fed,epidem,ever,never,school,citi,surrend,quiet,chicago,bail
475,nra,mov…,trudeau,"speach

peopl","kind
mail","person
world","
stand",brutalit…,"jaclyncorin
cal","they
",your…,standard,stsnd,nssf,dloesch,gunitmik,object,canadian,putz,adamputnam,citizen,look,protect,tackl,rayblk,passion,knife,crime,chicago’,leftist,resign,spike,concern,potu,troll,foxandfriend,who,’signific,bill,polic,health,mayor,chicago,gonna,devo,violenc,mother,blair,polit,gun
476,car,either,opioid,media,shootin…,pisser,nyybobblehead,sandi,jone,issu,liber,stop,asking…,signific,dimitrinrobert,gov,idi…,breed,proof,jordankstein,gunown,effort,tradit,kept,tori,leftist,american,foxnew,cover,fightingmonarch,sineinjuria,bill,canadian,blair,mayor,continu,thebigotbash,give,trudeauism,diversityisourstrength,welcometocanada,senseless,wtf,blame,chicago,help,gun,bluewave2018,read,follow
477,presenc,jaxonomara,sarahchadwickk,perpetu,curb,countri,emma4chang,shoot,illeg,crime,fed,restrict,momsdemand,sign,phillymayor,bill,millennium,joeclair,fight,"
unhumanright","
hrw",amnestyusa,"
hrc",stand,us,violenc,men,t…,build,border,sure,wall,consid,"you

thank",goe,charg,also,crbuff1992,msm,"fear
🇨🇦🤢🤢🤢🤢🤢🤢🤢",commun,proud,done,citizen,edmonton,chicago,gun,always✌🏽❣,bravo,vote
478,jax,futur,critic,rudygiuliani,david,yonker,milwauke,billblair,dumbdumb,duhwhich,rep,voteforourl,neveragain,fire,charliekirk11,end,main,carri,famili,obama,law,ottaw,film,polic,restrict,marchforourl,reason,democrat,young,rahm,clown,control,viktor,mitic,stop,toronto,joni,conscienc,peopl,,gun,chicago,keepgo,bs,familyfir,🙌☮️🙏🌎🌍🌏🖖☮️,govrickett,ok,patriot,senjoniernst
479,jerk,ruin,endgunviol,nowtoronto,donat,quiet,guilti,professor,prevent,clap,problem,violenc,restrict,incred,solv,fordnat,member,johntori,interven,defin,law,murder,wanker,america,gun,toronto,complicit,curb,take,,janefinch,💗💗,jeez,racist,charli,inspir,action,subtl,nra,senjoniernst,blair,thank,true,chicago,votethemallout,uurevem,👀👀bullshit,thursdaythought,cdnpoli,bde
480,underpriviled…,premier,care,realjameswood,strictest,voic,chicago’,involv,injur,govern,blacklivesmatt,direct,crimin,protest,four,nra,bail,someth,tonight,fordnat,polic,america,roadtochang,princess,babygirl,pennridg,restrict,there,tylerjroney,jennamich,actual,citi,young,regard,step,ontario,peopl,saw,toronto,chicago,bs,nrabloodmoney,liar,"chicago

gregoryclay",shut,celebr,end,thedennisdavi,gun,doug
481,shot,victim,attorney,p…,illeg,leadership,state,fed,teacher,govern,crimin,blatantli,fordnat,curb,alaska,strap,anoth,lie👇👇👇🖕,alhan,clock,expectu,restrict,wave,votethemallout,ontario,itistolaugh,unpresid,momsdemand,toronto,legisl,four,gsu18,ford,,"👇🏽
shawforfl",violenc,joniernst,law,senjoniernst,promot,nra,iowa,neveragain,😠😠😠😠,kittykatttt71,newsmax,liar,chicago,gun,lie
482,amend,"
it",polic,netherland,"rather
mov",safer,safeti,mikebrown,prevent,victim,paattorneygen,better,control,america,politician,shoe,support,fordnat,chebrusard,randcorpor,reduc,canada,bs,backtheblu,gsu18,right,ernst,"times
12",democrat,senjoniernst,murder,townhal,law,rallies😂,truthtellingsimpl,forgetnot,lie,crimin,,stand,5wordwishforthefutur,gun,chicago,lib,ford,"votethemout
nonramoney",crewcrew,yessss👏👏👏,endthegop2018,👇🏻
483,sensibl,i’d,threesom,amaz,problem,would’v,decid,novemb,levin,leader,worth,great,invest,parkland,mayor,25m,victim,charliekirk11,racist,4️⃣,gollli,fordnat,nra,speak,thursdaymotiv,tree❤️,ontario,million,violenc,lose,issu,5wordwishforthefutur,bullshit,law,control,toronto,shoot,gun,doesnt,read,outright,proud,,chicago,cspanwj,courag,govrickett,thesocialctv,outnumb,parklandstrong
484,crime,statement,fight,issu,prevent,combat,lolgop,buck,cheer,later,law,cop,senjoniernst,million,mayor,fordnat,25m,logic,davidhogg111,beyond,grate,marcorubio,michaelskolnik,yannawilliams18,🐂💩amp,🐂💩,dloesch,spaaaac,ripgop,pierrevonwong,foooorc,votethemout2018,joni,reelect,power✊🏾,rest,end,jasonnark,richmond,realcandaceo,12,nra,housegop,gun,em,amend,chicago,speech,❤️,lie
485,articl,fail,attempt,murder,relationship,potu,prevent,she’,snarki,citi,kill,zippi,ballet,desper,h…,address,enforc,protect,fordnat,research,thequart,stillgray,control,million,🙏🙏🙏,ahhhh,legal,brighten,juliegehring1,aclu,cray,nra,chicago,notrohnad,kylekashuv,fight,tonight,law,,discuss,jenkeesmaat,see,amaz,iampopthenarrat,excel,gun,realcandaceo,btl,votevotevotevotevotevotevotevotevotevotevotevotevotevotevotevotevotevotevotevotevotevotevote…,ha
486,violenc,firearm,relat,voic,consid,fail,passion,rip,ontario,school,violent,leighanne2014,toronto,myaliasnorth,vio…,mayor,25m,commit,ok,usa,heard,countri,janefinch,about…,all,scumbag,young,kylekashuv,commun,control,reason,tedwheel,portlandpolic,,keep,charliekirk11,nra,gun,guncontrolnow,senjoniernst,law,lol,brainwash,jennyhardcastl,blackexcel,whatdemsaredo,chicago,sad,davidhogg111,lie
487,marcorubio,rpetti,mayorlevin,liar,issu,black,announc,ctvnew,senjoniernst,youth,ernst,joni,mattgallowaycbc,hasnt,thisweekabc,repeal,to😠,maga,reduc,fwiw,whiskeycongress,commun,trump,explos,domest,crime,kag,lie,ontario,serious,polic,toronto,disast,articl,gun,nra,power,theyoungpeoplewillwin,🌊vote💙🙏🌊vot,votegunreform,chicago,thank,whitehous,f—k,shame,sens,vp,neveragain,fordnat,realdonaldtrump
488,idiot,child,stand,stem,govern,need,“engag,commit,ontario,chief,npr,qc,kill,mayor,campaign,realcandaceo,school,the…,protect,thug,typo,diamondandsilk,unaccept,shoot,davidhogg111,sure,nonsens,specif,prevent,sendeanhel,aftermath,everi,ford,"
gun",dealer,hash,america,forget,savejersey,adminestratiom,law,"resource
gun",nra,problem,publish,chicago,beauti,nut,🤨😒,power
